species_id,scientific_name,aphia_id_lsid,family,genus,common_name,habitat_zone,depth_min_m,depth_max_m,ecological_response,evidence_source,temp_pref_min_c,temp_pref_max_c,salinity_min_psu,salinity_max_psu,hypoxia_avoidance_threshold_umol_kg
THOOSA,Thoosa,urn:lsid:marinespecies.org:taxname:132031,Thoosidae,Thoosa,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
CLIONA_KEMPI,Cliona kempi,urn:lsid:marinespecies.org:taxname:170452,Clionaidae,Cliona,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
FREYELLASTER_PSEUDOBRISINGA_PANOPLA,Freyellaster (Pseudobrisinga) panopla,urn:lsid:marinespecies.org:taxname:254872,Brisingidae,Freyellaster,,benthic,1100.0,1521.0,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CLATHRIA_THALYSIAS_ENCRUSTA,Clathria (Thalysias) encrusta,urn:lsid:marinespecies.org:taxname:167730,Microcionidae,Clathria,,sessile,2.5,68.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
COSCINODISCUS_COCCONEIFORMIS_VAR_COCCONEIFORMIS,Coscinodiscus cocconeiformis var. cocconeiformis,urn:lsid:marinespecies.org:taxname:633067,Coscinodiscaceae,Coscinodiscus,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
PTERASTER_HIRSUTUS,Pteraster hirsutus,urn:lsid:marinespecies.org:taxname:380932,Pterasteridae,Pteraster,,benthic,77.2,1357.1,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CLIMACONEIS_MIRIFICA,Climaconeis mirifica,urn:lsid:marinespecies.org:taxname:418638,Berkeleyaceae,Climaconeis,,marine_unclassified,,,Marine taxa classified under family Berkeleyaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
STEPHANOPYXIS_TURRIS,Stephanopyxis turris,urn:lsid:marinespecies.org:taxname:149631,Stephanopyxidaceae,Stephanopyxis,,marine_unclassified,,,Marine taxa classified under family Stephanopyxidaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
TETHYA_ANDAMANENSIS,Tethya andamanensis,urn:lsid:marinespecies.org:taxname:170935,Tethyidae,Tethya,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
HIGGINSIA_PETROSIOIDES,Higginsia petrosioides,urn:lsid:marinespecies.org:taxname:166004,Stelligeridae,Higginsia,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ZYZZYA_FULIGINOSA,Zyzzya fuliginosa,urn:lsid:marinespecies.org:taxname:167454,Acarnidae,Zyzzya,,sessile,10.0,30.0,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CLIONA_VIRIDIS,Cliona viridis,urn:lsid:marinespecies.org:taxname:134146,Clionaidae,Cliona,,sessile,1.0,4.0,"Habitat zone: sessile. Biology & Ecological Notes: Maximum depth from Ref. 116464. In Spain, it was observed that the grazing sea urchin on seaweeds increases light availability at the basal stratum, which favours the primary production of the symbiotic zooxanthellae and thus <i>C. virids</i> growth through nutrient transfer (Ref. 124616). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CLIOTHOSA_AURIVILLII,Cliothosa aurivillii,urn:lsid:marinespecies.org:taxname:170491,Clionaidae,Cliothosa,,sessile,0.0,1.0,Habitat zone: sessile. Biology & Ecological Notes: Filter-feeder (Ref. 68823). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ASTEROMPHALUS_HEPTACTIS,Asteromphalus heptactis,urn:lsid:marinespecies.org:taxname:162258,Asterolampraceae,Asteromphalus,,marine_unclassified,,,Marine taxa classified under family Asterolampraceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PROTOSUBERITES_REPTANS,Protosuberites reptans,urn:lsid:marinespecies.org:taxname:170797,Suberitidae,Protosuberites,,sessile,91.0,103.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CIOCALYPTA_POLYMASTIA,Ciocalypta polymastia,urn:lsid:marinespecies.org:taxname:165774,Halichondriidae,Ciocalypta,,sessile,6.0,1.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
SMENOSPONGIA_AUREA,Smenospongia aurea,urn:lsid:marinespecies.org:taxname:234367,Thorectidae,Smenospongia,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Found in mangroves (Ref. 86836). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
JASPIS_PENETRANS,Jaspis penetrans,urn:lsid:marinespecies.org:taxname:169834,Ancorinidae,Jaspis,,sessile,119.0,172.7,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
PIONE_VASTIFICA,Pione vastifica,urn:lsid:marinespecies.org:taxname:157411,Clionaidae,Pione,Yellow boring sponge,sessile,0.0,15.0,Habitat zone: sessile. Biology & Ecological Notes: It is found in bays or nearshore (Ref. 108813). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
AAPTOS_AAPTOS,Aaptos aaptos,urn:lsid:marinespecies.org:taxname:134241,Suberitidae,Aaptos,,sessile,1.0,6.0,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
THALASSIOSIRA_HYALINA,Thalassiosira hyalina,urn:lsid:marinespecies.org:taxname:149100,Thalassiosiraceae,Thalassiosira,,epiphytic,,,Marine organism residing in epiphytic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
MYCALE_MYCALE_CRASSISSIMA,Mycale (Mycale) crassissima,urn:lsid:marinespecies.org:taxname:168527,Mycalidae,Mycale,,sessile,44.4,265.3,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
THEONELLA_SWINHOEI,Theonella swinhoei,urn:lsid:marinespecies.org:taxname:171264,Theonellidae,Theonella,,sessile,20.0,188.0,Habitat zone: sessile. Biology & Ecological Notes: Minimum depth from Ref. 116210. Filter-feeder (Ref. 68823). Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,SeaLifeBase,18.0,26.0,34.0,36.2,45.0
IRCINIA_RAMOSA,Ircinia ramosa,urn:lsid:marinespecies.org:taxname:165043,Irciniidae,Ircinia,,sessile,16.0,67.0,Habitat zone: sessile. Biology & Ecological Notes: Filter-feeder (Ref. 68823). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ACANTHOTETILLA_SEYCHELLENSIS,Acanthotetilla seychellensis,urn:lsid:marinespecies.org:taxname:171281,Tetillidae,Acanthotetilla,,sessile,26.0,14.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
HYALONEMA_COSCINONEMA_LAMELLA,Hyalonema (Coscinonema) lamella,urn:lsid:marinespecies.org:taxname:171442,Hyalonematidae,Hyalonema,,sessile,2927.0,2699.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 4.0–12.0 °C; Salinity 34.6–35.2 PSU; Hypoxia avoidance floor 20.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,4.0,12.0,34.6,35.2,20.0
STELLETTINOPSIS_LAVINIENSIS,Stellettinopsis laviniensis,urn:lsid:marinespecies.org:taxname:169810,Ancorinidae,Stellettinopsis,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
DISCODERMIA_INTERSPERSA,Discodermia interspersa,urn:lsid:marinespecies.org:taxname:344768,Theonellidae,Discodermia,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
TRICERATIUM_RETICULUM_F_RETICULUM,Triceratium reticulum f. reticulum,urn:lsid:marinespecies.org:taxname:418484,Triceratiaceae,Triceratium,,marine_unclassified,,,Marine taxa classified under family Triceratiaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
CHAETOCEROS_EIBENII,Chaetoceros eibenii,urn:lsid:marinespecies.org:taxname:160521,Chaetocerotaceae,Chaetoceros,,marine_unclassified,,,Marine taxa classified under family Chaetocerotaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ASTEROMPHALUS_HILTONIANUS,Asteromphalus hiltonianus,urn:lsid:marinespecies.org:taxname:639408,Asterolampraceae,Asteromphalus,,marine_unclassified,,,Marine taxa classified under family Asterolampraceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
HOBANIELLA_LONGICRURIS,Hobaniella longicruris,urn:lsid:marinespecies.org:taxname:196802,Triceratiaceae,Hobaniella,,marine_unclassified,,,Marine taxa classified under family Triceratiaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
TRICERATIUM_RETICULATUM,Triceratium reticulatum,urn:lsid:marinespecies.org:taxname:593850,Triceratiaceae,Triceratium,,marine_unclassified,,,Marine taxa classified under family Triceratiaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
RHIZOSOLENIA_COCHLEA,Rhizosolenia cochlea,urn:lsid:marinespecies.org:taxname:418568,Rhizosoleniaceae,Rhizosolenia,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
CALLYSPONGIA_PAMBANENSIS,Callyspongia pambanensis,urn:lsid:marinespecies.org:taxname:166131,Callyspongiidae,Callyspongia,,sessile,7.5,64.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
STELLETTA_PURPUREA,Stelletta purpurea,urn:lsid:marinespecies.org:taxname:169983,Ancorinidae,Stelletta,,sessile,14.0,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,SeaLifeBase,18.0,26.0,34.0,36.2,45.0
SUBERITES_CARNOSUS,Suberites carnosus,urn:lsid:marinespecies.org:taxname:134275,Suberitidae,Suberites,Fleshy horny sponge,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
DENDRILLA_CACTOS,Dendrilla cactos,urn:lsid:marinespecies.org:taxname:164877,Darwinellidae,Dendrilla,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
EURYPON_SESSILE,Eurypon sessile,urn:lsid:marinespecies.org:taxname:1301442,Raspailiidae,Eurypon,,sessile,5.5,11.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
RHIZOSOLENIA_CRASSISPINA,Rhizosolenia crassispina,urn:lsid:marinespecies.org:taxname:633950,Rhizosoleniaceae,Rhizosolenia,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
HALICHONDRIA_HALICHONDRIA_GLABRATA,Halichondria (Halichondria) glabrata,urn:lsid:marinespecies.org:taxname:165824,Halichondriidae,Halichondria,,sessile,46.7,255.2,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
RHAPHONEIS_SURIRELLOIDES,Rhaphoneis surirelloides,urn:lsid:marinespecies.org:taxname:573450,Rhaphoneidaceae,Rhaphoneis,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
PEDICELLASTER_ATRATUS,Pedicellaster atratus,urn:lsid:marinespecies.org:taxname:255113,Pedicellasteridae,Pedicellaster,,benthic,21.0,1268.0,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CINACHYRELLA_TARENTINA,Cinachyrella tarentina,urn:lsid:marinespecies.org:taxname:171317,Tetillidae,Cinachyrella,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
AXINELLA_LAMELLATA,Axinella lamellata,urn:lsid:marinespecies.org:taxname:165489,Axinellidae,Axinella,,sessile,109.5,305.8,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 12.0–19.0 °C; Salinity 34.5–35.8 PSU; Hypoxia avoidance floor 30.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,12.0,19.0,34.5,35.8,30.0
RACODISCULA_SCEPTRELLIFERA,Racodiscula sceptrellifera,urn:lsid:marinespecies.org:taxname:171242,Theonellidae,Racodiscula,,sessile,225.0,486.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 12.0–19.0 °C; Salinity 34.5–35.8 PSU; Hypoxia avoidance floor 30.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,12.0,19.0,34.5,35.8,30.0
OPHIDIASTER_ARMATUS,Ophidiaster armatus,urn:lsid:marinespecies.org:taxname:368984,Ophidiasteridae,Ophidiaster,,benthic,5.0,450.0,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,SeaLifeBase,18.0,26.0,34.0,36.2,45.0
MYCALE_AEGOGROPILA_GRAVELYI,Mycale (Aegogropila) gravelyi,urn:lsid:marinespecies.org:taxname:168633,Mycalidae,Mycale,,sessile,44.4,265.3,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
ACARNUS_THIELEI,Acarnus thielei,urn:lsid:marinespecies.org:taxname:167355,Acarnidae,Acarnus,,sessile,0.2,228.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
STELLETTA_THOMASI,Stelletta thomasi,urn:lsid:marinespecies.org:taxname:169943,Ancorinidae,Stelletta,,sessile,40.4,344.1,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
ENDECTYON,Endectyon,urn:lsid:marinespecies.org:taxname:131881,Raspailiidae,Endectyon,,sessile,,174.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
DYSIDEA_FRAGILIS,Dysidea fragilis,urn:lsid:marinespecies.org:taxname:132324,Dysideidae,Dysidea,Brittle horny sponge,sessile,13.0,2300.0,Habitat zone: sessile. Biology & Ecological Notes: Maximum depth from Ref. 119523. Found in mangroves (Ref. 86836). Environmental tolerance limits: Preferred Temp 4.0–12.0 °C; Salinity 34.6–35.2 PSU; Hypoxia avoidance floor 20.0 µmol/kg.,SeaLifeBase,4.0,12.0,34.6,35.2,20.0
CHONDRILLA_SACCIFORMIS,Chondrilla sacciformis,urn:lsid:marinespecies.org:taxname:170368,Chondrillidae,Chondrilla,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PLAKINA_TRILOPHA,Plakina trilopha,urn:lsid:marinespecies.org:taxname:133933,Plakinidae,Plakina,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
DERCITUS_STOEBA_SIMPLEX,Dercitus (Stoeba) simplex,urn:lsid:marinespecies.org:taxname:555689,Ancorinidae,Dercitus,,sessile,1.0,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CLIOTHOSA_HANCOCKI,Cliothosa hancocki,urn:lsid:marinespecies.org:taxname:134147,Clionaidae,Cliothosa,,sessile,2.0,5.0,Habitat zone: sessile. Biology & Ecological Notes: Minimum depth from Ref. 84990. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PLAKINASTRELLA_CEYLONICA,Plakinastrella ceylonica,urn:lsid:marinespecies.org:taxname:169752,Plakinidae,Plakinastrella,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
BRISINGA_GUNNII,Brisinga gunnii,urn:lsid:marinespecies.org:taxname:254870,Brisingidae,Brisinga,,benthic,2930.0,3020.0,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
ECHINASTER_PURPUREUS,Echinaster purpureus,urn:lsid:marinespecies.org:taxname:213317,Echinasteridae,Echinaster,,benthic,10.2,208.9,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CLATHRIA_THALYSIAS_MICROPUNCTATA,Clathria (Thalysias) micropunctata,urn:lsid:marinespecies.org:taxname:167758,Microcionidae,Clathria,,sessile,2.5,68.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
DITYLUM_SOL,Ditylum sol,urn:lsid:marinespecies.org:taxname:418546,Lithodesmiaceae,Ditylum,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
